"s","x","y","d","ID","sex","genus","species"
1886,740,1247,"mothra01.0627.0408","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0410","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0412","99.9%_s10g15","male","photinus","greeni"
1393,74,935,"mothra01.0627.0414","99.9%_s10g15","male","photinus","greeni"
1591,270,438,"mothra01.0627.0416","99.9%_s10g15","male","photinus","greeni"
1232,179,808,"mothra01.0627.0418","99.9%_s10g15","male","photinus","greeni"
1730,726,1587,"mothra01.0627.0420","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0422","99.9%_s10g15","male","photinus","greeni"
1214,142,704,"mothra01.0627.0424","99.9%_s10g15","male","photinus","greeni"
2124,630,1565,"mothra01.0627.0426","99.9%_s10g15","male","photinus","greeni"
1769,662,69,"mothra01.0627.0428","99.9%_s10g15","male","photinus","greeni"
1911,519,1529,"mothra01.0627.0430","99.9%_s10g15","male","photinus","greeni"
1780,101,810,"mothra01.0627.0432","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0434","99.9%_s10g15","male","photinus","greeni"
2088,915,692,"mothra01.0627.0436","99.9%_s10g15","male","photinus","greeni"
1837,913,434,"mothra01.0627.0438","99.9%_s10g15","male","photinus","greeni"
232,1046,1598,"mothra01.0627.0440","99.9%_s10g15","male","photinus","greeni"
1613,1566,831,"mothra01.0627.0442","99.9%_s10g15","male","photinus","greeni"
1859,1004,79,"mothra01.0627.0444","99.9%_s10g15","male","photinus","greeni"
1876,1158,183,"mothra01.0627.0446","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0448","99.9%_s10g15","male","photinus","greeni"
1783,252,840,"mothra01.0627.0450","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0452","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0454","99.9%_s10g15","male","photinus","greeni"
1767,1587,542,"mothra01.0627.0456","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0458","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0500","99.9%_s10g15","male","photinus","greeni"
2e+06,0,0,"mothra01.0627.0502","99.9%_s10g15","male","photinus","greeni"
2001,752,1390,"mothra01.0627.0504","99.9%_s10g15","male","photinus","greeni"
1118,1219,1534,"mothra01.0627.0504","99.9%_s10g15","male","photinus","greeni"
431,106,376,"mothra01.0627.0506","99.9%_s10g15","male","photinus","greeni"
535,1659,1200,"mothra01.0627.0506","99.9%_s10g15","male","photinus","greeni"
2673,1356,367,"mothra01.0627.0508","99.9%_s10g15","male","photinus","greeni"
285,1763,960,"mothra01.0627.0508","99.9%_s10g15","male","photinus","greeni"
2192,1380,227,"mothra01.0627.0510","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0512","99.9%_s10g15","male","photinus","greeni"
372,299,93,"mothra01.0627.0514","99.9%_s10g15","male","photinus","greeni"
1579,965,20,"mothra01.0627.0516","99.9%_s10g15","male","photinus","greeni"
2164,917,86,"mothra01.0627.0518","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0520","99.9%_s10g15","male","photinus","greeni"
486,1769,881,"mothra01.0627.0522","99.9%_s10g15","male","photinus","greeni"
2356,858,121,"mothra01.0627.0524","99.9%_s10g15","male","photinus","greeni"
1311,835,107,"mothra01.0627.0526","99.9%_s10g15","male","photinus","greeni"
459,1765,905,"mothra01.0627.0526","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0528","99.9%_s10g15","male","photinus","greeni"
2256,735,177,"mothra01.0627.0530","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0532","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0534","99.9%_s10g15","male","photinus","greeni"
404,1769,905,"mothra01.0627.0536","99.9%_s10g15","male","photinus","greeni"
759,1702,1141,"mothra01.0627.0538","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0540","99.9%_s10g15","male","photinus","greeni"
286,1670,1190,"mothra01.0627.0542","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0544","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0546","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0548","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0550","99.9%_s10g15","male","photinus","greeni"
558,1771,888,"mothra01.0627.0552","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0554","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0556","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0558","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0600","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0602","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0604","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0606","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0608","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0610","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0612","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0614","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0616","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0618","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0620","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0622","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0624","99.9%_s10g15","male","photinus","greeni"
2007,338,1286,"mothra01.0627.0626","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0628","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0630","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0632","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0634","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0636","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0638","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0640","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0642","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0644","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0646","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0648","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0650","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0652","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0654","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0656","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0658","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0700","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0702","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0704","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0706","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0708","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0710","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0712","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0714","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0716","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0718","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0720","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0722","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0724","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0726","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0728","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0730","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0732","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0734","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0736","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0738","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0740","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0742","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0744","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0746","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0748","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0750","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0752","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0754","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0756","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0758","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0800","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0802","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0804","99.9%_s10g15","male","photinus","greeni"
225,774,1376,"mothra01.0627.0806","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0808","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0810","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0812","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0814","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0816","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0818","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0820","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0822","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0824","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0826","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0828","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0830","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0832","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0834","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0836","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0838","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0840","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0842","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0844","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0846","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0848","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0850","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0852","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0854","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0856","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0858","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0900","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0902","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0904","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0906","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0908","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0910","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0912","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0914","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0916","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0918","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0920","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0922","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0924","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0926","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0928","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0930","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0932","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0934","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0936","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0938","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0940","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0942","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0944","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0946","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0948","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0950","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0952","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0954","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0956","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.0958","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1000","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1002","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1004","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1006","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1008","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1010","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1012","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1014","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1016","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1018","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1020","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1022","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1024","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1026","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1028","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1030","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1032","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1034","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1036","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1038","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1040","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1042","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1044","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1046","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1048","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1050","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1052","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1054","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1056","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1058","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1100","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1102","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1104","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1106","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1108","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1110","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1112","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1114","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1116","99.9%_s10g15","male","photinus","greeni"
511,749,180,"mothra01.0627.1118","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1120","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1122","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1124","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1126","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1128","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1130","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1132","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1134","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1136","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1138","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1140","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1142","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1144","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1146","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1148","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1150","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1152","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1154","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1156","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1158","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1200","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1202","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1204","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1206","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1208","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1210","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1212","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1214","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1216","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1218","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1220","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1222","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1224","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1226","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1228","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1230","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1232","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1234","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1236","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1238","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1240","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1242","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1244","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra01.0627.1246","99.9%_s10g15","male","photinus","greeni"
